Person3;Personx1;2;8.681372017093311;50.5820794170933;VEGAN;1;6;5;6;false;2
Person4;Personx2;2;8.683278559866123;50.58156255986612;VEGGIE;2;1;1;1;false;1
Person7;Personx3;2;8.661605134221313;50.57631493422131;VEGGIE;3;6;6;4;false;1
Person11;Personx4;2;8.681190328226592;50.57991322822659;VEGGIE;4;7;7;7;false;3
Person16;Personx5;2;8.683101670107648;50.584839070107655;VEGAN;5;1;2;2;false;3
Person19;Personx6;2;8.677666037868752;50.593429237868754;VEGAN;6;7;8;8;false;2
Person21;Personx7;2;8.685734197139844;50.576635397139846;ANY;7;34;34;34;false;2
Person24;Personx8;2;8.676057363906686;50.586267363906686;MEAT;8;28;28;28;false;2
Person25;Personx9;2;8.67437965355096;50.585509553550956;VEGGIE;9;1;3;3;false;2
Person26;Personx10;2;8.67299054580773;50.576247145807734;VEGGIE;10;7;9;9;false;1
Person32;Personx11;2;8.715372110353728;50.58857771035373;ANY;11;34;35;35;false;3
Person33;Personx12;2;8.668840259833873;50.58220355983387;VEGGIE;12;2;1;3;false;3
Person35;Personx13;2;8.6884154438459;50.5780036438459;MEAT;13;29;29;28;false;1
Person36;Personx14;2;8.66139991973554;50.577341819735544;VEGGIE;14;8;7;9;false;2
Person38;Personx15;2;8.68087643265624;50.579335732656226;VEGAN;15;2;2;1;false;2
Person40;Personx16;2;8.677676558333479;50.589846758333486;VEGGIE;16;2;3;2;false;1
Person41;Personx17;2;8.662779615006515;50.578473215006504;ANY;17;33;33;31;false;2
Person42;Personx18;2;8.698184706391327;50.604206006391344;ANY;18;38;38;37;false;2
Person45;Personx19;2;8.678769443500073;50.57918034350008;VEGAN;19;3;1;2;false;2
Person47;Personx20;2;8.68003563518013;50.59493573518013;ANY;20;34;36;36;false;1
Person48;Personx21;2;8.676833411700072;50.587137211700075;ANY;21;35;34;36;false;3
Person49;Personx22;2;8.678883636644958;50.587188736644954;ANY;22;35;35;34;false;1
Person51;Personx24;2;8.668340710895189;50.583463310895176;VEGAN;24;3;2;3;false;1
Person54;Personx26;2;8.673517508857538;50.586979008857526;VEGGIE;26;8;8;7;false;1
Person57;Personx27;2;8.680141420721181;50.59395562072118;VEGAN;27;8;9;8;false;3
